1322,714,1302,2106,332,426,262,962,106,384,1554
1328,722,1306,2098,330,426,270,960,110,392,1556
1330,724,1306,2104,330,422,260,960,116,382,1554
1326,720,1308,2102,326,418,268,960,112,388,1554
1334,722,1304,2102,332,428,272,960,106,386,1556
1326,714,1310,2108,328,420,266,966,112,386,1554
1326,718,1308,2102,336,428,268,962,108,392,1550
1322,722,1306,2102,330,424,262,958,120,388,1556
1328,718,1312,2100,328,418,270,956,106,390,1550
1326,720,1308,2104,332,422,268,958,110,386,1554
1328,730,1308,2108,336,424,272,960,114,388,1552
1324,728,1310,2104,336,424,268,964,118,386,1554
1332,722,1306,2104,334,424,268,958,118,388,1552
1326,728,1310,2102,334,422,266,962,116,392,1560
1328,724,1306,2100,330,424,266,962,110,386,1556
1328,726,1314,2104,334,422,264,962,110,390,1552
1328,726,1308,2106,330,432,260,962,114,384,1556
1330,728,1310,2110,328,422,264,966,110,390,1560
1326,726,1308,2104,328,420,264,966,114,390,1556
1328,726,1308,2106,336,428,266,968,114,392,1560
1330,728,1310,2104,332,430,296,964,110,394,1556
1334,732,1326,2098,336,440,296,978,116,394,1560
1336,726,1314,2104,332,452,294,978,110,388,1562
1346,736,1322,2108,338,470,308,976,108,392,1560
1388,722,1316,2110,338,476,330,964,110,386,1560
1454,726,1314,2104,332,460,324,968,114,388,1554
1450,728,1306,2102,332,448,322,968,112,386,1558
1418,730,1316,2102,330,444,310,968,116,388,1562
1360,722,1314,2106,334,440,308,964,110,390,1566
1354,724,1316,2106,330,438,300,976,108,386,1566
1376,734,1326,2108,334,442,308,1004,120,398,1640
1844,750,1350,2110,334,462,340,1114,118,428,1768
2342,762,1388,2108,334,480,350,1158,120,454,1846
2468,758,1460,2116,342,478,362,1180,126,482,1926
2576,772,1478,2120,348,486,382,1238,130,512,2054
2172,756,1484,2120,348,484,398,1310,140,524,2080
1876,750,1484,2120,342,478,410,1410,134,524,2094
1756,746,1502,2128,346,474,396,1482,132,546,2198
1718,746,1486,2128,344,476,390,1536,132,578,2302
1674,748,1492,2124,338,468,394,1534,134,590,2324
1954,740,1460,2132,342,466,388,1464,134,596,2314
2894,802,1652,2126,342,470,392,1404,136,602,2440
2504,798,1842,2136,340,478,412,1738,144,620,2476
2502,796,1854,2142,342,486,444,1866,142,606,2432
2636,802,1898,2146,350,496,442,1902,148,622,2546
2878,816,1998,2152,358,502,458,1958,146,652,2594
2924,820,2090,2158,362,510,460,2078,154,672,2606
2840,816,2116,2168,368,500,446,2172,154,694,2608
2612,808,2108,2176,362,496,444,2106,162,678,2544
2992,834,2114,2176,368,502,446,1998,148,650,2482
3368,868,2284,2184,370,516,464,2028,150,648,2516
3248,862,2338,2190,376,526,472,2128,156,662,2590
2876,828,2300,2200,382,534,464,2018,156,660,2550
2798,816,2136,2194,368,518,442,1932,152,648,2498
3210,852,2120,2202,374,508,454,2016,154,648,2600
3126,854,2224,2202,366,520,474,2198,164,688,2664
2964,836,2202,2208,366,526,462,2142,168,716,2744
2556,824,2178,2210,370,522,458,2172,164,736,2816
2278,810,2168,2214,364,508,472,2258,166,730,2786
2268,808,2196,2212,366,522,506,2304,164,722,2736
2132,812,2182,2214,372,536,518,2244,158,696,2678
2138,816,2138,2212,364,526,492,2116,158,670,2610
2122,806,2088,2216,370,524,466,1928,150,644,2532
2078,802,2038,2212,372,532,460,1822,154,614,2462
2006,800,2014,2212,366,528,434,1720,150,602,2424
1950,798,1992,2216,366,520,420,1642,150,592,2398
1926,802,1970,2214,366,518,428,1592,148,588,2370
1910,798,1926,2216,358,510,428,1540,154,564,2342
1878,794,1898,2214,368,502,418,1484,150,556,2312
1854,786,1874,2212,368,500,396,1454,152,546,2288
1830,782,1856,2216,354,496,384,1414,142,540,2266
1806,782,1844,2216,358,494,374,1374,144,532,2242
1784,784,1830,2220,360,492,368,1344,146,524,2212
1754,784,1820,2216,358,490,364,1322,144,520,2190
1730,774,1792,2214,358,482,354,1294,144,510,2164
1710,774,1782,2214,354,484,352,1284,142,502,2144
1684,776,1760,2218,356,466,344,1272,138,500,2124
1670,772,1750,2220,356,480,338,1254,140,490,2118
1662,770,1742,2214,352,474,334,1222,136,488,2108
1650,766,1732,2206,350,470,332,1208,138,486,2092
1648,762,1716,2212,352,474,324,1192,134,480,2072
1632,764,1708,2212,346,472,324,1182,138,476,2066
1628,764,1698,2212,354,474,314,1174,136,476,2042
1618,766,1692,2208,346,474,324,1158,136,462,2022
1612,762,1684,2212,352,468,332,1142,138,464,2020
1604,764,1676,2218,348,462,322,1142,136,460,2006
1592,764,1660,2212,352,462,312,1130,140,460,1996
1580,758,1650,2210,350,468,310,1122,130,454,1994
1566,758,1642,2206,348,464,312,1118,134,456,1980
1564,760,1636,2216,358,466,308,1104,128,450,1968
1556,750,1636,2210,350,464,308,1098,130,448,1962
1552,754,1616,2206,342,468,302,1086,132,446,1950
1542,754,1612,2204,334,458,300,1080,130,448,1940
1530,752,1602,2208,344,460,300,1022,130,444,1930
1534,750,1592,2200,348,460,294,1022,130,438,1922
1522,750,1586,2200,346,464,296,1022,128,440,1922
1522,748,1586,2198,334,456,294,1022,128,436,1910
1510,752,1586,2198,344,460,298,1022,130,434,1904
1498,752,1580,2196,348,458,290,1056,130,434,1900
1498,754,1572,2198,344,452,294,1056,126,432,1890
1494,748,1562,2198,338,452,292,1056,126,428,1886
1486,740,1560,2200,338,454,292,1038,124,436,1886
1482,742,1550,2196,342,454,286,1056,126,426,1866
1480,740,1552,2196,336,454,286,1034,126,432,1866
1478,748,1556,2194,340,456,296,1034,128,432,1864
1478,752,1548,2194,340,454,298,1032,128,422,1856
1476,744,1536,2198,340,454,298,1030,132,428,1856
